Date,Open,High,Low,Close,Adj Close,Volume,Day
2011-12-13,43.580002,43.580002,43.580002,43.580002,33.717697,0,155
2011-12-14,43.09,43.09,43.09,43.09,33.338577,0,156
2011-12-15,43.240002,43.240002,43.240002,43.240002,33.454643,0,157
2011-12-16,43.119999,43.119999,43.119999,43.119999,33.56049,0,158
2011-12-19,42.619999,42.619999,42.619999,42.619999,33.171337,0,159
2011-12-20,43.889999,43.889999,43.889999,43.889999,34.159794,0,160
2011-12-21,43.98,43.98,43.98,43.98,34.229832,0,161
2011-12-22,44.349998,44.349998,44.349998,44.349998,34.517799,0,162
2011-12-23,44.759998,44.759998,44.759998,44.759998,34.836914,0,163
2011-12-27,44.759998,44.759998,44.759998,44.759998,34.836914,0,164
2011-12-28,44.209999,44.209999,44.209999,44.209999,34.40884,0,165
2011-12-29,44.689999,44.689999,44.689999,44.689999,34.782429,0,166
2011-12-30,44.5,44.5,44.5,44.5,34.634556,0,167
2012-01-03,45.189999,45.189999,45.189999,45.189999,35.17157,0,168
2012-01-04,45.200001,45.200001,45.200001,45.200001,35.179356,0,169
2012-01-05,45.34,45.34,45.34,45.34,35.28833,0,170
2012-01-06,45.240002,45.240002,45.240002,45.240002,35.210491,0,171
2012-01-09,45.34,45.34,45.34,45.34,35.28833,0,172
2012-01-10,45.75,45.75,45.75,45.75,35.607426,0,173
2012-01-11,45.759998,45.759998,45.759998,45.759998,35.615215,0,174
2012-01-12,45.869999,45.869999,45.869999,45.869999,35.700829,0,175
2012-01-13,45.650002,45.650002,45.650002,45.650002,35.529602,0,176
2012-01-17,45.810001,45.810001,45.810001,45.810001,35.654118,0,177
2012-01-18,46.32,46.32,46.32,46.32,36.051067,0,178
2012-01-19,46.549999,46.549999,46.549999,46.549999,36.230083,0,179
2012-01-20,46.59,46.59,46.59,46.59,36.261204,0,180
2012-01-23,46.610001,46.610001,46.610001,46.610001,36.27676,0,181
2012-01-24,46.560001,46.560001,46.560001,46.560001,36.237862,0,182
2012-01-25,46.970001,46.970001,46.970001,46.970001,36.556961,0,183
2012-01-26,46.700001,46.700001,46.700001,46.700001,36.346828,0,184
2012-01-27,46.630001,46.630001,46.630001,46.630001,36.292351,0,185
2012-01-30,46.509998,46.509998,46.509998,46.509998,36.198929,0,186
2012-01-31,46.490002,46.490002,46.490002,46.490002,36.183369,0,187
2012-02-01,46.91,46.91,46.91,46.91,36.510254,0,188
2012-02-02,46.970001,46.970001,46.970001,46.970001,36.556961,0,189
2012-02-03,47.66,47.66,47.66,47.66,37.093994,0,190
2012-02-06,47.639999,47.639999,47.639999,47.639999,37.078434,0,191
2012-02-07,47.740002,47.740002,47.740002,47.740002,37.156246,0,192
2012-02-08,47.860001,47.860001,47.860001,47.860001,37.249664,0,193
2012-02-09,47.93,47.93,47.93,47.93,37.304142,0,194
2012-02-10,47.599998,47.599998,47.599998,47.599998,37.047298,0,195
2012-02-13,47.93,47.93,47.93,47.93,37.304142,0,196
2012-02-14,47.900002,47.900002,47.900002,47.900002,37.280777,0,197
2012-02-15,47.66,47.66,47.66,47.66,37.093994,0,198
2012-02-16,48.189999,48.189999,48.189999,48.189999,37.506489,0,199
2012-02-17,48.299999,48.299999,48.299999,48.299999,37.59211,0,200
2012-02-21,48.34,48.34,48.34,48.34,37.623226,0,201
2012-02-22,48.18,48.18,48.18,48.18,37.498711,0,202
2012-02-23,48.389999,48.389999,48.389999,48.389999,37.662148,0,203
2012-02-24,48.48,48.48,48.48,48.48,37.732201,0,204
2012-02-27,48.549999,48.549999,48.549999,48.549999,37.786686,0,205
2012-02-28,48.720001,48.720001,48.720001,48.720001,37.918987,0,206
2012-02-29,48.5,48.5,48.5,48.5,37.747768,0,207
2012-03-01,48.799999,48.799999,48.799999,48.799999,37.981262,0,208
2012-03-02,48.650002,48.650002,48.650002,48.650002,37.864502,0,209
2012-03-05,48.459999,48.459999,48.459999,48.459999,37.716637,0,210
2012-03-06,47.720001,47.720001,47.720001,47.720001,37.14069,0,211
2012-03-07,48.060001,48.060001,48.060001,48.060001,37.405315,0,212
2012-03-08,48.540001,48.540001,48.540001,48.540001,37.778915,0,213
2012-03-09,48.709999,48.709999,48.709999,48.709999,37.911217,0,214
2012-03-12,48.720001,48.720001,48.720001,48.720001,37.918987,0,215
2012-03-13,49.619999,49.619999,49.619999,49.619999,38.619453,0,216
2012-03-14,49.57,49.57,49.57,49.57,38.580551,0,217
2012-03-15,49.860001,49.860001,49.860001,49.860001,38.806255,0,218
2012-03-16,49.919998,49.919998,49.919998,49.919998,38.85297,0,219
2012-03-19,50.119999,50.119999,50.119999,50.119999,39.008621,0,220
2012-03-20,49.970001,49.970001,49.970001,49.970001,38.891869,0,221
2012-03-21,49.880001,49.880001,49.880001,49.880001,38.821831,0,222
2012-03-22,49.52,49.52,49.52,49.52,38.541637,0,223
2012-03-23,49.68,49.68,49.68,49.68,38.666164,0,224
2012-03-26,50.369999,50.369999,50.369999,50.369999,39.203205,0,225
2012-03-27,50.23,50.23,50.23,50.23,39.094231,0,226
2012-03-28,49.990002,49.990002,49.990002,49.990002,38.907436,0,227
2012-03-29,49.91,49.91,49.91,49.91,38.845169,0,228
2012-03-30,50.099998,50.099998,50.099998,50.099998,38.993053,0,229
2012-04-02,50.470001,50.470001,50.470001,50.470001,39.281029,0,230
2012-04-03,50.290001,50.290001,50.290001,50.290001,39.140923,0,231
2012-04-04,49.59,49.59,49.59,49.59,38.739395,0,232
2012-04-05,49.57,49.57,49.57,49.57,38.72377,0,233
2012-04-09,49.009998,49.009998,49.009998,49.009998,38.286308,0,234
2012-04-10,48.18,48.18,48.18,48.18,37.637917,0,235
2012-04-11,48.540001,48.540001,48.540001,48.540001,37.919155,0,236
2012-04-12,49.209999,49.209999,49.209999,49.209999,38.442547,0,237
2012-04-13,48.599998,48.599998,48.599998,48.599998,37.966022,0,238
2012-04-16,48.57,48.57,48.57,48.57,37.942577,0,239
2012-04-17,49.32,49.32,49.32,49.32,38.528473,0,240
2012-04-18,49.119999,49.119999,49.119999,49.119999,38.372242,0,241
2012-04-19,48.84,48.84,48.84,48.84,38.153511,0,242
2012-04-20,48.900002,48.900002,48.900002,48.900002,38.200367,0,243
2012-04-23,48.490002,48.490002,48.490002,48.490002,37.880089,0,244
2012-04-24,48.66,48.66,48.66,48.66,38.012894,0,245
2012-04-25,49.330002,49.330002,49.330002,49.330002,38.536289,0,246
2012-04-26,49.669998,49.669998,49.669998,49.669998,38.801891,0,247
2012-04-27,49.790001,49.790001,49.790001,49.790001,38.89563,0,248
2012-04-30,49.599998,49.599998,49.599998,49.599998,38.747204,0,249
2012-05-01,49.880001,49.880001,49.880001,49.880001,38.965946,0,250
2012-05-02,49.759998,49.759998,49.759998,49.759998,38.872208,0,251
2012-05-03,49.380001,49.380001,49.380001,49.380001,38.575352,0,252
2012-05-04,48.59,48.59,48.59,48.59,37.95821,0,253
2012-05-07,48.610001,48.610001,48.610001,48.610001,37.973816,0,254
2012-05-08,48.400002,48.400002,48.400002,48.400002,37.809784,0,255
2012-05-09,48.09,48.09,48.09,48.09,37.567596,0,256
2012-05-10,48.23,48.23,48.23,48.23,37.676979,0,257
2012-05-11,48.07,48.07,48.07,48.07,37.551979,0,258
2012-05-14,47.540001,47.540001,47.540001,47.540001,37.137947,0,259
2012-05-15,47.279999,47.279999,47.279999,47.279999,36.934837,0,260
2012-05-16,47.09,47.09,47.09,47.09,36.786396,0,261
2012-05-17,46.380001,46.380001,46.380001,46.380001,36.23177,0,262
2012-05-18,46.040001,46.040001,46.040001,46.040001,35.966171,0,263
2012-05-21,46.779999,46.779999,46.779999,46.779999,36.544254,0,264
2012-05-22,46.799999,46.799999,46.799999,46.799999,36.559883,0,265
2012-05-23,46.880001,46.880001,46.880001,46.880001,36.62236,0,266
2012-05-24,46.959999,46.959999,46.959999,46.959999,36.684841,0,267
2012-05-25,46.849998,46.849998,46.849998,46.849998,36.598923,0,268
2012-05-29,47.380001,47.380001,47.380001,47.380001,37.012962,0,269
2012-05-30,46.709999,46.709999,46.709999,46.709999,36.489548,0,270
2012-05-31,46.610001,46.610001,46.610001,46.610001,36.411427,0,271
2012-06-01,45.470001,45.470001,45.470001,45.470001,35.520889,0,272
2012-06-04,45.470001,45.470001,45.470001,45.470001,35.520889,0,273
2012-06-05,45.740002,45.740002,45.740002,45.740002,35.731808,0,274
2012-06-06,46.799999,46.799999,46.799999,46.799999,36.559883,0,275
2012-06-07,46.799999,46.799999,46.799999,46.799999,36.559883,0,276
2012-06-08,47.18,47.18,47.18,47.18,36.856728,0,277
2012-06-11,46.59,46.59,46.59,46.59,36.395813,0,278
2012-06-12,47.130001,47.130001,47.130001,47.130001,36.81765,0,279
2012-06-13,46.82,46.82,46.82,46.82,36.575485,0,280
2012-06-14,47.330002,47.330002,47.330002,47.330002,36.973892,0,281
2012-06-15,47.810001,47.810001,47.810001,47.810001,37.348873,0,282
2012-06-18,47.889999,47.889999,47.889999,47.889999,37.411366,0,283
2012-06-19,48.349998,48.349998,48.349998,48.349998,37.770706,0,284
2012-06-20,48.279999,48.279999,48.279999,48.279999,37.716034,0,285
2012-06-21,47.209999,47.209999,47.209999,47.209999,36.880157,0,286
2012-06-22,47.549999,47.549999,47.549999,47.549999,37.145767,0,287
2012-06-25,46.790001,46.790001,46.790001,46.790001,36.552059,0,288
2012-06-26,47.02,47.02,47.02,47.02,36.731739,0,289
2012-06-27,47.450001,47.450001,47.450001,47.450001,37.067635,0,290
2012-06-28,47.349998,47.349998,47.349998,47.349998,36.98951,0,291
2012-06-29,48.529999,48.529999,48.529999,48.529999,37.911339,0,292
2012-07-02,48.66,48.66,48.66,48.66,38.012894,0,293
2012-07-03,48.970001,48.970001,48.970001,48.970001,38.255051,0,294
2012-07-05,48.740002,48.740002,48.740002,48.740002,38.075386,0,295
2012-07-06,48.009998,48.009998,48.009998,48.009998,37.728046,0,296
2012-07-09,47.93,47.93,47.93,47.93,37.665188,0,297
2012-07-10,47.540001,47.540001,47.540001,47.540001,37.358696,0,298
2012-07-11,47.549999,47.549999,47.549999,47.549999,37.366562,0,299
2012-07-12,47.310001,47.310001,47.310001,47.310001,37.177956,0,300
2012-07-13,48.09,48.09,48.09,48.09,37.790901,0,301
2012-07-16,47.98,47.98,47.98,47.98,37.704468,0,302
2012-07-17,48.34,48.34,48.34,48.34,37.987362,0,303
2012-07-18,48.669998,48.669998,48.669998,48.669998,38.246693,0,304
2012-07-19,48.810001,48.810001,48.810001,48.810001,38.356709,0,305
2012-07-20,48.32,48.32,48.32,48.32,37.971645,0,306
2012-07-23,47.889999,47.889999,47.889999,47.889999,37.633739,0,307
2012-07-24,47.450001,47.450001,47.450001,47.450001,37.287964,0,308
2012-07-25,47.439999,47.439999,47.439999,47.439999,37.280117,0,309
2012-07-26,48.23,48.23,48.23,48.23,37.900932,0,310
2012-07-27,49.150002,49.150002,49.150002,49.150002,38.623898,0,311
2012-07-30,49.130001,49.130001,49.130001,49.130001,38.608177,0,312
2012-07-31,48.919998,48.919998,48.919998,48.919998,38.443153,0,313
2012-08-01,48.779999,48.779999,48.779999,48.779999,38.333122,0,314
2012-08-02,48.419998,48.419998,48.419998,48.419998,38.050236,0,315
2012-08-03,49.349998,49.349998,49.349998,49.349998,38.781063,0,316
2012-08-06,49.459999,49.459999,49.459999,49.459999,38.867508,0,317
2012-08-07,49.720001,49.720001,49.720001,49.720001,39.071819,0,318
2012-08-08,49.759998,49.759998,49.759998,49.759998,39.103264,0,319
2012-08-09,49.810001,49.810001,49.810001,49.810001,39.142551,0,320
2012-08-10,49.919998,49.919998,49.919998,49.919998,39.228996,0,321
2012-08-13,49.860001,49.860001,49.860001,49.860001,39.181839,0,322
2012-08-14,49.869999,49.869999,49.869999,49.869999,39.189701,0,323
2012-08-15,49.939999,49.939999,49.939999,49.939999,39.244701,0,324
2012-08-16,50.299999,50.299999,50.299999,50.299999,39.527607,0,325
2012-08-17,50.389999,50.389999,50.389999,50.389999,39.598328,0,326
2012-08-20,50.389999,50.389999,50.389999,50.389999,39.598328,0,327
2012-08-21,50.220001,50.220001,50.220001,50.220001,39.464741,0,328
2012-08-22,50.23,50.23,50.23,50.23,39.472599,0,329
2012-08-23,49.830002,49.830002,49.830002,49.830002,39.158264,0,330
2012-08-24,50.16,50.16,50.16,50.16,39.417603,0,331
2012-08-27,50.130001,50.130001,50.130001,50.130001,39.394012,0,332
2012-08-28,50.09,50.09,50.09,50.09,39.362579,0,333
2012-08-29,50.150002,50.150002,50.150002,50.150002,39.409733,0,334
2012-08-30,49.759998,49.759998,49.759998,49.759998,39.103264,0,335
2012-08-31,50.02,50.02,50.02,50.02,39.307568,0,336
2012-09-04,49.959999,49.959999,49.959999,49.959999,39.26041,0,337
2012-09-05,49.919998,49.919998,49.919998,49.919998,39.228996,0,338
2012-09-06,50.950001,50.950001,50.950001,50.950001,40.03841,0,339
2012-09-07,51.16,51.16,51.16,51.16,40.203426,0,340
2012-09-10,50.84,50.84,50.84,50.84,39.95195,0,341
2012-09-11,51,51,51,51,40.077698,0,342
2012-09-12,51.130001,51.130001,51.130001,51.130001,40.179848,0,343
2012-09-13,51.959999,51.959999,51.959999,51.959999,40.8321,0,344
2012-09-14,52.169998,52.169998,52.169998,52.169998,40.997108,0,345
2012-09-17,52.009998,52.009998,52.009998,52.009998,40.871391,0,346
2012-09-18,51.939999,51.939999,51.939999,51.939999,40.816387,0,347
2012-09-19,52.009998,52.009998,52.009998,52.009998,40.871391,0,348
2012-09-20,51.990002,51.990002,51.990002,51.990002,40.855675,0,349
2012-09-21,51.98,51.98,51.98,51.98,40.84782,0,350
2012-09-24,51.869999,51.869999,51.869999,51.869999,40.761368,0,351
2012-09-25,51.330002,51.330002,51.330002,51.330002,40.337013,0,352
2012-09-26,51.040001,51.040001,51.040001,51.040001,40.109135,0,353
2012-09-27,51.540001,51.540001,51.540001,51.540001,40.50206,0,354
2012-09-28,51.310001,51.310001,51.310001,51.310001,40.321308,0,355
2012-10-01,51.450001,51.450001,51.450001,51.450001,40.431328,0,356
2012-10-02,51.5,51.5,51.5,51.5,40.470615,0,357
2012-10-03,51.689999,51.689999,51.689999,51.689999,40.619919,0,358
2012-10-04,52.07,52.07,52.07,52.07,40.918541,0,359
2012-10-05,51.779999,51.779999,51.779999,51.779999,40.912239,0,360
2012-10-08,51.610001,51.610001,51.610001,51.610001,40.777897,0,361
2012-10-09,51.099998,51.099998,51.099998,51.099998,40.374928,0,362
2012-10-10,50.779999,50.779999,50.779999,50.779999,40.122105,0,363
2012-10-11,50.799999,50.799999,50.799999,50.799999,40.137905,0,364
2012-10-12,50.650002,50.650002,50.650002,50.650002,40.019386,0,365
2012-10-15,51.060001,51.060001,51.060001,51.060001,40.34333,0,366
2012-10-16,51.59,51.59,51.59,51.59,40.7621,0,367
2012-10-17,51.810001,51.810001,51.810001,51.810001,40.935925,0,368
2012-10-18,51.68,51.68,51.68,51.68,40.833206,0,369
2012-10-19,50.82,50.82,50.82,50.82,40.153702,0,370
2012-10-22,50.849998,50.849998,50.849998,50.849998,40.177414,0,371
2012-10-23,50.110001,50.110001,50.110001,50.110001,39.592724,0,372
2012-10-24,49.959999,49.959999,49.959999,49.959999,39.474213,0,373
2012-10-25,50.110001,50.110001,50.110001,50.110001,39.592724,0,374
2012-10-26,50.07,50.07,50.07,50.07,39.561127,0,375
2012-10-31,50.09,50.09,50.09,50.09,39.57692,0,376
2012-11-01,50.639999,50.639999,50.639999,50.639999,40.011482,0,377
2012-11-02,50.16,50.16,50.16,50.16,39.63224,0,378
2012-11-05,50.279999,50.279999,50.279999,50.279999,39.727039,0,379
2012-11-06,50.68,50.68,50.68,50.68,40.043098,0,380
2012-11-07,49.52,49.52,49.52,49.52,39.126556,0,381
2012-11-08,48.919998,48.919998,48.919998,48.919998,38.652481,0,382
2012-11-09,49,49,49,49,38.715694,0,383
2012-11-12,49.009998,49.009998,49.009998,49.009998,38.723595,0,384
2012-11-13,48.830002,48.830002,48.830002,48.830002,38.581375,0,385
2012-11-14,48.169998,48.169998,48.169998,48.169998,38.059906,0,386
2012-11-15,48.099998,48.099998,48.099998,48.099998,38.004608,0,387
2012-11-16,48.330002,48.330002,48.330002,48.330002,38.186314,0,388
2012-11-19,49.299999,49.299999,49.299999,49.299999,38.95274,0,389
2012-11-20,49.330002,49.330002,49.330002,49.330002,38.976444,0,390
2012-11-21,49.450001,49.450001,49.450001,49.450001,39.071259,0,391
2012-11-23,50.099998,50.099998,50.099998,50.099998,39.584831,0,392
2012-11-26,50,50,50,50,39.505817,0,393
2012-11-27,49.740002,49.740002,49.740002,49.740002,39.300396,0,394
2012-11-28,50.150002,50.150002,50.150002,50.150002,39.624321,0,395
2012-11-29,50.369999,50.369999,50.369999,50.369999,39.798164,0,396
2012-11-30,50.380001,50.380001,50.380001,50.380001,39.806053,0,397
2012-12-03,50.139999,50.139999,50.139999,50.139999,39.616432,0,398
